fu3Column	fu2Column	Instrument	fu3Core
id	User.code	ALL	ALL
ipaddr	DELETE	ALL	ALL
datestamp	Completed.Timestamp	ALL	ALL
submitdate	Completed	ALL	ALL
startlanguage	Language	ALL	ALL
IdCheckGender	id_check_gender	ALL	ALL
IdCheckDob	id_check_dob	ALL	ALL
TS1	ts_1	ALL	ALL
ScidGlueD1AB3	SCID_D1AB_3_glue	IMGN_ESPAD	1
ScidGlueD2A1	SCID_D2A_1_glue	IMGN_ESPAD	1
ScidGlueD2B	SCID_D2B_glue	IMGN_ESPAD	1
ScidGlueD3AB	SCID_D3AB_glue	IMGN_ESPAD	1
ScidGlueD4AB1	SCID_D4AB_1_glue	IMGN_ESPAD	1
ScidGlueD4AB2	SCID_D4AB_2_glue	IMGN_ESPAD	1
ScidGlueD4AB3	SCID_D4AB_3_glue	IMGN_ESPAD	1
ScidGlueD4AB4	SCID_D4AB_4_glue	IMGN_ESPAD	1
ScidGlueD4AB5	SCID_D4AB_5_glue	IMGN_ESPAD	1
ScidGlueD4AB6	SCID_D4AB_6_glue	IMGN_ESPAD	1
ScidGlueD4AB7	SCID_D4AB_7_glue	IMGN_ESPAD	1
ScidGlueD51	SCID_D5_1_glue	IMGN_ESPAD	1
ScidGlueD52	SCID_D5_2_glue	IMGN_ESPAD	1
ScidGlueD6	SCID_D6_glue	IMGN_ESPAD	1
ScidGlueD7ABCD1	SCID_D7ABCD_1_glue	IMGN_ESPAD	1
ScidGlueD7ABCD2.AllThatApply	SCID_D7ABCD_2_glue	IMGN_ESPAD	1
ScidGlueD7ABCD3	SCID_D7ABCD_3_glue	IMGN_ESPAD	1
ScidGlueD7ABCD4	SCID_D7ABCD_4_glue	IMGN_ESPAD	1
ScidGlueD7ABCD5	SCID_D7ABCD_5_glue	IMGN_ESPAD	1
ScidGlueD7ABCD6	SCID_D7ABCD_6_glue	IMGN_ESPAD	1
dastTranq.3.	dast3tranq	IMGN_ESPAD	1
dastTranq.4.	dast4tranq	IMGN_ESPAD	1
dastTranq.5.	dast5tranq	IMGN_ESPAD	1
dastTranq.6.	dast6tranq	IMGN_ESPAD	1
dastTranq.7.	dast7tranq	IMGN_ESPAD	1
dastTranq.8.	dast8tranq	IMGN_ESPAD	1
dastTranq.9.	dast9tranq	IMGN_ESPAD	1
dastTranq.10.	dast10tranq	IMGN_ESPAD	1
dastTranq.11.	dast11tranq	IMGN_ESPAD	1
dastTranq.12.	dast12tranq	IMGN_ESPAD	1
dastTranq.13.	dast13tranq	IMGN_ESPAD	1
dastTranq.14.	dast14tranq	IMGN_ESPAD	1
dastTranq.15.	dast15tranq	IMGN_ESPAD	1
dastTranq.16.	dast16tranq	IMGN_ESPAD	1
dastTranq.17.	dast17tranq	IMGN_ESPAD	1
dastTranq.18.	dast18tranq	IMGN_ESPAD	1
dastTranq.19.	dast19tranq	IMGN_ESPAD	1
dastTranq.20.	dast20tranq	IMGN_ESPAD	1
ScidTranqA1AC1	SCID_A1AC_1_tranq	IMGN_ESPAD	1
ScidTranqA1AC2	SCID_A1AC_2_tranq	IMGN_ESPAD	1
ScidTranqA1AC3	SCID_A1AC_3_tranq	IMGN_ESPAD	1
ScidTranqA1AC4	SCID_A1AC_4_tranq	IMGN_ESPAD	1
ScidTranqA1AC5	SCID_A1AC_5_tranq	IMGN_ESPAD	1
ScidTranqA1B1	SCID_A1B_1_tranq	IMGN_ESPAD	1
ScidTranqA1B2	SCID_A1B_2_tranq	IMGN_ESPAD	1
ScidTranqA1B3	SCID_A1B_3_tranq	IMGN_ESPAD	1
ScidTranqA1B4	SCID_A1B_4_tranq	IMGN_ESPAD	1
ScidTranqA1B5	SCID_A1B_5_tranq	IMGN_ESPAD	1
ScidTranqA1D1	SCID_A1D_1_tranq	IMGN_ESPAD	1
ScidTranqA1D3	SCID_A1D_3_tranq	IMGN_ESPAD	1
ScidTranqA1D2	SCID_A1D_2_tranq	IMGN_ESPAD	1
ScidTranqA1D4	SCID_A1D_4_tranq	IMGN_ESPAD	1
ScidTranqA1D5	SCID_A1D_5_tranq	IMGN_ESPAD	1
ScidTranqA1D6	SCID_A1D_6_tranq	IMGN_ESPAD	1
ScidTranqA21	SCID_A2_1_tranq	IMGN_ESPAD	1
ScidTranqA22	SCID_A2_2_tranq	IMGN_ESPAD	1
ScidTranqA23	SCID_A2_3_tranq	IMGN_ESPAD	1
ScidTranqA24	SCID_A2_4_tranq	IMGN_ESPAD	1
ScidTranqA25	SCID_A2_5_tranq	IMGN_ESPAD	1
ScidTranqA31	SCID_A3_1_tranq	IMGN_ESPAD	1
ScidTranqA32	SCID_A3_2_tranq	IMGN_ESPAD	1
ScidTranqA33	SCID_A3_3_tranq	IMGN_ESPAD	1
ScidTranqA34	SCID_A3_4_tranq	IMGN_ESPAD	1
ScidTranqA35	SCID_A3_5_tranq	IMGN_ESPAD	1
ScidTranqA4ABCD1	SCID_A4ABCD_1_tranq	IMGN_ESPAD	1
ScidTranqA4ABCD2	SCID_A4ABCD_2_tranq	IMGN_ESPAD	1
ScidTranqA4ABCD3	SCID_A4ABCD_3_tranq	IMGN_ESPAD	1
ScidTranqA4ABCD4	SCID_A4ABCD_4_tranq	IMGN_ESPAD	1
ScidTranqA4ABCD5	SCID_A4ABCD_5_tranq	IMGN_ESPAD	1
ScidTranqD1AB1	SCID_D1AB_1_tranq	IMGN_ESPAD	1
ScidTranqD1AB2	SCID_D1AB_2_tranq	IMGN_ESPAD	1
ScidTranqD1AB3	SCID_D1AB_3_tranq	IMGN_ESPAD	1
ScidTranqD2A1	SCID_D2A_1_tranq	IMGN_ESPAD	1
ScidTranqD2A2.AllThatApply	SCID_D2A_2_tranq	IMGN_ESPAD	1
ScidTranqD2B	SCID_D2B_tranq	IMGN_ESPAD	1
ScidTranqD3AB	SCID_D3AB_tranq	IMGN_ESPAD	1
ScidTranqD4AB1	SCID_D4AB_1_tranq	IMGN_ESPAD	1
ScidTranqD4AB2	SCID_D4AB_2_tranq	IMGN_ESPAD	1
ScidTranqD4AB3	SCID_D4AB_3_tranq	IMGN_ESPAD	1
ScidTranqD4AB4	SCID_D4AB_4_tranq	IMGN_ESPAD	1
ScidTranqD4AB5	SCID_D4AB_5_tranq	IMGN_ESPAD	1
ScidTranqD4AB6	SCID_D4AB_6_tranq	IMGN_ESPAD	1
ScidTranqD4AB7	SCID_D4AB_7_tranq	IMGN_ESPAD	1
ScidTranqD51	SCID_D5_1_tranq	IMGN_ESPAD	1
ScidTranqD52	SCID_D5_2_tranq	IMGN_ESPAD	1
ScidTranqD6	SCID_D6_tranq	IMGN_ESPAD	1
ScidTranqD7ABCD1	SCID_D7ABCD_1_tranq	IMGN_ESPAD	1
ScidTranqD7ABCD2.AllThatApply	SCID_D7ABCD_2_tranq	IMGN_ESPAD	1
ScidTranqD7ABCD3	SCID_D7ABCD_3_tranq	IMGN_ESPAD	1
ScidTranqD7ABCD4	SCID_D7ABCD_4_tranq	IMGN_ESPAD	1
ScidTranqD7ABCD5	SCID_D7ABCD_5_tranq	IMGN_ESPAD	1
ScidTranqD7ABCD6	SCID_D7ABCD_6_tranq	IMGN_ESPAD	1
dastAmphet.3.	dast3amphet	IMGN_ESPAD	1
dastAmphet.4.	dast4amphet	IMGN_ESPAD	1
dastAmphet.5.	dast5amphet	IMGN_ESPAD	1
dastAmphet.6.	dast6amphet	IMGN_ESPAD	1
dastAmphet.7.	dast7amphet	IMGN_ESPAD	1
dastAmphet.8.	dast8amphet	IMGN_ESPAD	1
dastAmphet.9.	dast9amphet	IMGN_ESPAD	1
dastAmphet.10.	dast10amphet	IMGN_ESPAD	1
dastAmphet.11.	dast11amphet	IMGN_ESPAD	1
dastAmphet.12.	dast12amphet	IMGN_ESPAD	1
dastAmphet.13.	dast13amphet	IMGN_ESPAD	1
dastAmphet.14.	dast14amphet	IMGN_ESPAD	1
dastAmphet.15.	dast15amphet	IMGN_ESPAD	1
dastAmphet.16.	dast16amphet	IMGN_ESPAD	1
dastAmphet.17.	dast17amphet	IMGN_ESPAD	1
dastAmphet.18.	dast18amphet	IMGN_ESPAD	1
dastAmphet.19.	dast19amphet	IMGN_ESPAD	1
dastAmphet.20.	dast20amphet	IMGN_ESPAD	1
ScidAmphetA1AC1	SCID_A1AC_1_amphet	IMGN_ESPAD	1
ScidAmphetA1AC2	SCID_A1AC_2_amphet	IMGN_ESPAD	1
ScidAmphetA1AC3	SCID_A1AC_3_amphet	IMGN_ESPAD	1
ScidAmphetA1AC4	SCID_A1AC_4_amphet	IMGN_ESPAD	1
ScidAmphetA1AC5	SCID_A1AC_5_amphet	IMGN_ESPAD	1
ScidAmphetA1B1	SCID_A1B_1_amphet	IMGN_ESPAD	1
ScidAmphetA1B2	SCID_A1B_2_amphet	IMGN_ESPAD	1
ScidAmphetA1B3	SCID_A1B_3_amphet	IMGN_ESPAD	1
ScidAmphetA1B4	SCID_A1B_4_amphet	IMGN_ESPAD	1
ScidAmphetA1B5	SCID_A1B_5_amphet	IMGN_ESPAD	1
ScidAmphetA1D1	SCID_A1D_1_amphet	IMGN_ESPAD	1
ScidAmphetA1D3	SCID_A1D_3_amphet	IMGN_ESPAD	1
ScidAmphetA1D2	SCID_A1D_2_amphet	IMGN_ESPAD	1
ScidAmphetA1D4	SCID_A1D_4_amphet	IMGN_ESPAD	1
ScidAmphetA1D5	SCID_A1D_5_amphet	IMGN_ESPAD	1
ScidAmphetA1D6	SCID_A1D_6_amphet	IMGN_ESPAD	1
ScidAmphetA21	SCID_A2_1_amphet	IMGN_ESPAD	1
ScidAmphetA22	SCID_A2_2_amphet	IMGN_ESPAD	1
ScidAmphetA23	SCID_A2_3_amphet	IMGN_ESPAD	1
ScidAmphetA24	SCID_A2_4_amphet	IMGN_ESPAD	1
ScidAmphetA25	SCID_A2_5_amphet	IMGN_ESPAD	1
ScidAmphetA31	SCID_A3_1_amphet	IMGN_ESPAD	1
ScidAmphetA32	SCID_A3_2_amphet	IMGN_ESPAD	1
ScidAmphetA33	SCID_A3_3_amphet	IMGN_ESPAD	1
ScidAmphetA34	SCID_A3_4_amphet	IMGN_ESPAD	1
ScidAmphetA35	SCID_A3_5_amphet	IMGN_ESPAD	1
ScidAmphetA4ABCD1	SCID_A4ABCD_1_amphet	IMGN_ESPAD	1
ScidAmphetA4ABCD2	SCID_A4ABCD_2_amphet	IMGN_ESPAD	1
ScidAmphetA4ABCD3	SCID_A4ABCD_3_amphet	IMGN_ESPAD	1
ScidAmphetA4ABCD4	SCID_A4ABCD_4_amphet	IMGN_ESPAD	1
ScidAmphetA4ABCD5	SCID_A4ABCD_5_amphet	IMGN_ESPAD	1
ScidAmphetD1AB1	SCID_D1AB_1_amphet	IMGN_ESPAD	1
ScidAmphetD1AB2	SCID_D1AB_2_amphet	IMGN_ESPAD	1
ScidAmphetD1AB3	SCID_D1AB_3_amphet	IMGN_ESPAD	1
ScidAmphetD2A1	SCID_D2A_1_amphet	IMGN_ESPAD	1
ScidAmphetD2A2.AllThatApply	SCID_D2A_2_amphet	IMGN_ESPAD	1
ScidAmphetD2B	SCID_D2B_amphet	IMGN_ESPAD	1
ScidAmphetD3AB	SCID_D3AB_amphet	IMGN_ESPAD	1
ScidAmphetD4AB1	SCID_D4AB_1_amphet	IMGN_ESPAD	1
ScidAmphetD4AB2	SCID_D4AB_2_amphet	IMGN_ESPAD	1
ScidAmphetD4AB3	SCID_D4AB_3_amphet	IMGN_ESPAD	1
ScidAmphetD4AB4	SCID_D4AB_4_amphet	IMGN_ESPAD	1
ScidAmphetD4AB5	SCID_D4AB_5_amphet	IMGN_ESPAD	1
ScidAmphetD4AB6	SCID_D4AB_6_amphet	IMGN_ESPAD	1
ScidAmphetD4AB7	SCID_D4AB_7_amphet	IMGN_ESPAD	1
ScidAmphetD51	SCID_D5_1_amphet	IMGN_ESPAD	1
ScidAmphetD52	SCID_D5_2_amphet	IMGN_ESPAD	1
ScidAmphetD6	SCID_D6_amphet	IMGN_ESPAD	1
ScidAmphetD7ABCD1	SCID_D7ABCD_1_amphet	IMGN_ESPAD	1
ScidAmphetD7ABCD2.AllThatApply	SCID_D7ABCD_2_amphet	IMGN_ESPAD	1
ScidAmphetD7ABCD3	SCID_D7ABCD_3_amphet	IMGN_ESPAD	1
ScidAmphetD7ABCD4	SCID_D7ABCD_4_amphet	IMGN_ESPAD	1
ScidAmphetD7ABCD5	SCID_D7ABCD_5_amphet	IMGN_ESPAD	1
ScidAmphetD7ABCD6	SCID_D7ABCD_6_amphet	IMGN_ESPAD	1
dastLsd.3.	dast3lsd	IMGN_ESPAD	1
dastLsd.4.	dast4lsd	IMGN_ESPAD	1
dastLsd.5.	dast5lsd	IMGN_ESPAD	1
dastLsd.6.	dast6lsd	IMGN_ESPAD	1
dastLsd.7.	dast7lsd	IMGN_ESPAD	1
dastLsd.8.	dast8lsd	IMGN_ESPAD	1
dastLsd.9.	dast9lsd	IMGN_ESPAD	1
dastLsd.10.	dast10lsd	IMGN_ESPAD	1
dastLsd.11.	dast11lsd	IMGN_ESPAD	1
dastLsd.12.	dast12lsd	IMGN_ESPAD	1
dastLsd.13.	dast13lsd	IMGN_ESPAD	1
dastLsd.14.	dast14lsd	IMGN_ESPAD	1
dastLsd.15.	dast15lsd	IMGN_ESPAD	1
dastLsd.16.	dast16lsd	IMGN_ESPAD	1
dastLsd.17.	dast17lsd	IMGN_ESPAD	1
dastLsd.18.	dast18lsd	IMGN_ESPAD	1
dastLsd.19.	dast19lsd	IMGN_ESPAD	1
dastLsd.20.	dast20lsd	IMGN_ESPAD	1
ScidLsdA1AC1	SCID_A1AC_1_lsd	IMGN_ESPAD	1
ScidLsdA1AC2	SCID_A1AC_2_lsd	IMGN_ESPAD	1
ScidLsdA1AC3	SCID_A1AC_3_lsd	IMGN_ESPAD	1
ScidLsdA1AC4	SCID_A1AC_4_lsd	IMGN_ESPAD	1
ScidLsdA1AC5	SCID_A1AC_5_lsd	IMGN_ESPAD	1
ScidLsdA1B1	SCID_A1B_1_lsd	IMGN_ESPAD	1
ScidLsdA1B2	SCID_A1B_2_lsd	IMGN_ESPAD	1
ScidLsdA1B3	SCID_A1B_3_lsd	IMGN_ESPAD	1
ScidLsdA1B4	SCID_A1B_4_lsd	IMGN_ESPAD	1
ScidLsdA1B5	SCID_A1B_5_lsd	IMGN_ESPAD	1
ScidLsdA1D1	SCID_A1D_1_lsd	IMGN_ESPAD	1
ScidLsdA1D3	SCID_A1D_3_lsd	IMGN_ESPAD	1
ScidLsdA1D2	SCID_A1D_2_lsd	IMGN_ESPAD	1
ScidLsdA1D4	SCID_A1D_4_lsd	IMGN_ESPAD	1
ScidLsdA1D5	SCID_A1D_5_lsd	IMGN_ESPAD	1
ScidLsdA1D6	SCID_A1D_6_lsd	IMGN_ESPAD	1
ScidLsdA21	SCID_A2_1_lsd	IMGN_ESPAD	1
ScidLsdA22	SCID_A2_2_lsd	IMGN_ESPAD	1
ScidLsdA23	SCID_A2_3_lsd	IMGN_ESPAD	1
ScidLsdA24	SCID_A2_4_lsd	IMGN_ESPAD	1
ScidLsdA25	SCID_A2_5_lsd	IMGN_ESPAD	1
ScidLsdA31	SCID_A3_1_lsd	IMGN_ESPAD	1
ScidLsdA32	SCID_A3_2_lsd	IMGN_ESPAD	1
ScidLsdA33	SCID_A3_3_lsd	IMGN_ESPAD	1
ScidLsdA34	SCID_A3_4_lsd	IMGN_ESPAD	1
ScidLsdA35	SCID_A3_5_lsd	IMGN_ESPAD	1
ScidLsdA4ABCD1	SCID_A4ABCD_1_lsd	IMGN_ESPAD	1
ScidLsdA4ABCD2	SCID_A4ABCD_2_lsd	IMGN_ESPAD	1
ScidLsdA4ABCD3	SCID_A4ABCD_3_lsd	IMGN_ESPAD	1
ScidLsdA4ABCD4	SCID_A4ABCD_4_lsd	IMGN_ESPAD	1
ScidLsdA4ABCD5	SCID_A4ABCD_5_lsd	IMGN_ESPAD	1
ScidLsdD1AB1	SCID_D1AB_1_lsd	IMGN_ESPAD	1
ScidLsdD1AB2	SCID_D1AB_2_lsd	IMGN_ESPAD	1
ScidLsdD1AB3	SCID_D1AB_3_lsd	IMGN_ESPAD	1
ScidLsdD2A1	SCID_D2A_1_lsd	IMGN_ESPAD	1
ScidLsdD2B	SCID_D2B_lsd	IMGN_ESPAD	1
ScidLsdD3AB	SCID_D3AB_lsd	IMGN_ESPAD	1
ScidLsdD4AB1	SCID_D4AB_1_lsd	IMGN_ESPAD	1
ScidLsdD4AB2	SCID_D4AB_2_lsd	IMGN_ESPAD	1
ScidLsdD4AB3	SCID_D4AB_3_lsd	IMGN_ESPAD	1
ScidLsdD4AB4	SCID_D4AB_4_lsd	IMGN_ESPAD	1
ScidLsdD4AB5	SCID_D4AB_5_lsd	IMGN_ESPAD	1
ScidLsdD4AB6	SCID_D4AB_6_lsd	IMGN_ESPAD	1
ScidLsdD4AB7	SCID_D4AB_7_lsd	IMGN_ESPAD	1
ScidLsdD51	SCID_D5_1_lsd	IMGN_ESPAD	1
ScidLsdD52	SCID_D5_2_lsd	IMGN_ESPAD	1
ScidLsdD6	SCID_D6_lsd	IMGN_ESPAD	1
ScidLsdD7ABCD1	SCID_D7ABCD_1_lsd	IMGN_ESPAD	1
ScidLsdD7ABCD2.AllThatApply	SCID_D7ABCD_2_lsd	IMGN_ESPAD	1
ScidLsdD7ABCD3	SCID_D7ABCD_3_lsd	IMGN_ESPAD	1
ScidLsdD7ABCD4	SCID_D7ABCD_4_lsd	IMGN_ESPAD	1
ScidLsdD7ABCD5	SCID_D7ABCD_5_lsd	IMGN_ESPAD	1
ScidLsdD7ABCD6	SCID_D7ABCD_6_lsd	IMGN_ESPAD	1
dastMushroom.3.	dast3mushrooms	IMGN_ESPAD	1
dastMushroom.4.	dast4mushrooms	IMGN_ESPAD	1
dastMushroom.5.	dast5mushrooms	IMGN_ESPAD	1
dastMushroom.6.	dast6mushrooms	IMGN_ESPAD	1
dastMushroom.7.	dast7mushrooms	IMGN_ESPAD	1
dastMushroom.8.	dast8mushrooms	IMGN_ESPAD	1
dastMushroom.9.	dast9mushrooms	IMGN_ESPAD	1
dastMushroom.10.	dast10mushrooms	IMGN_ESPAD	1
dastMushroom.11.	dast11mushrooms	IMGN_ESPAD	1
dastMushroom.12.	dast12mushrooms	IMGN_ESPAD	1
dastMushroom.13.	dast13mushrooms	IMGN_ESPAD	1
dastMushroom.14.	dast14mushrooms	IMGN_ESPAD	1
dastMushroom.15.	dast15mushrooms	IMGN_ESPAD	1
dastMushroom.16.	dast16mushrooms	IMGN_ESPAD	1
dastMushroom.17.	dast17mushrooms	IMGN_ESPAD	1
dastMushroom.18.	dast18mushrooms	IMGN_ESPAD	1
dastMushroom.19.	dast19mushrooms	IMGN_ESPAD	1
dastMushroom.20.	dast20mushrooms	IMGN_ESPAD	1
ScidMushroomA1AC1	SCID_A1AC_1_mushrooms	IMGN_ESPAD	1
ScidMushroomA1AC2	SCID_A1AC_2_mushrooms	IMGN_ESPAD	1
ScidMushroomA1AC3	SCID_A1AC_3_mushrooms	IMGN_ESPAD	1
ScidMushroomA1AC4	SCID_A1AC_4_mushrooms	IMGN_ESPAD	1
ScidMushroomA1AC5	SCID_A1AC_5_mushrooms	IMGN_ESPAD	1
ScidMushroomA1B1	SCID_A1B_1_mushrooms	IMGN_ESPAD	1
ScidMushroomA1B2	SCID_A1B_2_mushrooms	IMGN_ESPAD	1
ScidMushroomA1B3	SCID_A1B_3_mushrooms	IMGN_ESPAD	1
ScidMushroomA1B4	SCID_A1B_4_mushrooms	IMGN_ESPAD	1
ScidMushroomA1B5	SCID_A1B_5_mushrooms	IMGN_ESPAD	1
ScidMushroomA1D1	SCID_A1D_1_mushrooms	IMGN_ESPAD	1
ScidMushroomA1D3	SCID_A1D_3_mushrooms	IMGN_ESPAD	1
ScidMushroomA1D2	SCID_A1D_2_mushrooms	IMGN_ESPAD	1
ScidMushroomA1D4	SCID_A1D_4_mushrooms	IMGN_ESPAD	1
ScidMushroomA1D5	SCID_A1D_5_mushrooms	IMGN_ESPAD	1
ScidMushroomA1D6	SCID_A1D_6_mushrooms	IMGN_ESPAD	1
ScidMushroomA21	SCID_A2_1_mushrooms	IMGN_ESPAD	1
ScidMushroomA22	SCID_A2_2_mushrooms	IMGN_ESPAD	1
ScidMushroomA23	SCID_A2_3_mushrooms	IMGN_ESPAD	1
ScidMushroomA24	SCID_A2_4_mushrooms	IMGN_ESPAD	1
ScidMushroomA25	SCID_A2_5_mushrooms	IMGN_ESPAD	1
ScidMushroomA31	SCID_A3_1_mushrooms	IMGN_ESPAD	1
ScidMushroomA32	SCID_A3_2_mushrooms	IMGN_ESPAD	1
ScidMushroomA33	SCID_A3_3_mushrooms	IMGN_ESPAD	1
ScidMushroomA34	SCID_A3_4_mushrooms	IMGN_ESPAD	1
ScidMushroomA35	SCID_A3_5_mushrooms	IMGN_ESPAD	1
ScidMushroomA4ABCD1	SCID_A4ABCD_1_mushrooms	IMGN_ESPAD	1
ScidMushroomA4ABCD2	SCID_A4ABCD_2_mushrooms	IMGN_ESPAD	1
ScidMushroomA4ABCD3	SCID_A4ABCD_3_mushrooms	IMGN_ESPAD	1
ScidMushroomA4ABCD4	SCID_A4ABCD_4_mushrooms	IMGN_ESPAD	1
ScidMushroomA4ABCD5	SCID_A4ABCD_5_mushrooms	IMGN_ESPAD	1
ScidMushroomD1AB1	SCID_D1AB_1_mushrooms	IMGN_ESPAD	1
ScidMushroomD1AB2	SCID_D1AB_2_mushrooms	IMGN_ESPAD	1
ScidMushroomD1AB3	SCID_D1AB_3_mushrooms	IMGN_ESPAD	1
ScidMushroomD2A1	SCID_D2A_1_mushrooms	IMGN_ESPAD	1
ScidMushroomD2B	SCID_D2B_mushrooms	IMGN_ESPAD	1
ScidMushroomD3AB	SCID_D3AB_mushrooms	IMGN_ESPAD	1
ScidMushroomD4AB1	SCID_D4AB_1_mushrooms	IMGN_ESPAD	1
ScidMushroomD4AB2	SCID_D4AB_2_mushrooms	IMGN_ESPAD	1
ScidMushroomD4AB3	SCID_D4AB_3_mushrooms	IMGN_ESPAD	1
ScidMushroomD4AB4	SCID_D4AB_4_mushrooms	IMGN_ESPAD	1
ScidMushroomD4AB5	SCID_D4AB_5_mushrooms	IMGN_ESPAD	1
ScidMushroomD4AB6	SCID_D4AB_6_mushrooms	IMGN_ESPAD	1
ScidMushroomD4AB7	SCID_D4AB_7_mushrooms	IMGN_ESPAD	1
ScidMushroomD51	SCID_D5_1_mushrooms	IMGN_ESPAD	1
ScidMushroomD52	SCID_D5_2_mushrooms	IMGN_ESPAD	1
ScidMushroomD6	SCID_D6_mushrooms	IMGN_ESPAD	1
ScidMushroomD7ABCD1	SCID_D7ABCD_1_mushrooms	IMGN_ESPAD	1
ScidMushroomD7ABCD2.AllThatApply	SCID_D7ABCD_2_mushrooms	IMGN_ESPAD	1
ScidMushroomD7ABCD3	SCID_D7ABCD_3_mushrooms	IMGN_ESPAD	1
ScidMushroomD7ABCD4	SCID_D7ABCD_4_mushrooms	IMGN_ESPAD	1
ScidMushroomD7ABCD5	SCID_D7ABCD_5_mushrooms	IMGN_ESPAD	1
ScidMushroomD7ABCD6	SCID_D7ABCD_6_mushrooms	IMGN_ESPAD	1
dastCrack.3.	dast3crack	IMGN_ESPAD	1
dastCrack.4.	dast4crack	IMGN_ESPAD	1
dastCrack.5.	dast5crack	IMGN_ESPAD	1
dastCrack.6.	dast6crack	IMGN_ESPAD	1
dastCrack.7.	dast7crack	IMGN_ESPAD	1
dastCrack.8.	dast8crack	IMGN_ESPAD	1
dastCrack.9.	dast9crack	IMGN_ESPAD	1
dastCrack.10.	dast10crack	IMGN_ESPAD	1
dastCrack.11.	dast11crack	IMGN_ESPAD	1
dastCrack.12.	dast12crack	IMGN_ESPAD	1
dastCrack.13.	dast13crack	IMGN_ESPAD	1
dastCrack.14.	dast14crack	IMGN_ESPAD	1
dastCrack.15.	dast15crack	IMGN_ESPAD	1
dastCrack.16.	dast16crack	IMGN_ESPAD	1
dastCrack.17.	dast17crack	IMGN_ESPAD	1
dastCrack.18.	dast18crack	IMGN_ESPAD	1
dastCrack.19.	dast19crack	IMGN_ESPAD	1
dastCrack.20.	dast20crack	IMGN_ESPAD	1
ScidCrackA1AC1	SCID_A1AC_1_crack	IMGN_ESPAD	1
ScidCrackA1AC2	SCID_A1AC_2_crack	IMGN_ESPAD	1
ScidCrackA1AC3	SCID_A1AC_3_crack	IMGN_ESPAD	1
ScidCrackA1AC4	SCID_A1AC_4_crack	IMGN_ESPAD	1
ScidCrackA1AC5	SCID_A1AC_5_crack	IMGN_ESPAD	1
ScidCrackA1B1	SCID_A1B_1_crack	IMGN_ESPAD	1
ScidCrackA1B2	SCID_A1B_2_crack	IMGN_ESPAD	1
ScidCrackA1B3	SCID_A1B_3_crack	IMGN_ESPAD	1
ScidCrackA1B4	SCID_A1B_4_crack	IMGN_ESPAD	1
ScidCrackA1B5	SCID_A1B_5_crack	IMGN_ESPAD	1
ScidCrackA1D1	SCID_A1D_1_crack	IMGN_ESPAD	1
ScidCrackA1D3	SCID_A1D_3_crack	IMGN_ESPAD	1
ScidCrackA1D2	SCID_A1D_2_crack	IMGN_ESPAD	1
ScidCrackA1D4	SCID_A1D_4_crack	IMGN_ESPAD	1
ScidCrackA1D5	SCID_A1D_5_crack	IMGN_ESPAD	1
ScidCrackA1D6	SCID_A1D_6_crack	IMGN_ESPAD	1
ScidCrackA21	SCID_A2_1_crack	IMGN_ESPAD	1
ScidCrackA22	SCID_A2_2_crack	IMGN_ESPAD	1
ScidCrackA23	SCID_A2_3_crack	IMGN_ESPAD	1
ScidCrackA24	SCID_A2_4_crack	IMGN_ESPAD	1
ScidCrackA25	SCID_A2_5_crack	IMGN_ESPAD	1
ScidCrackA31	SCID_A3_1_crack	IMGN_ESPAD	1
ScidCrackA32	SCID_A3_2_crack	IMGN_ESPAD	1
ScidCrackA33	SCID_A3_3_crack	IMGN_ESPAD	1
ScidCrackA34	SCID_A3_4_crack	IMGN_ESPAD	1
ScidCrackA35	SCID_A3_5_crack	IMGN_ESPAD	1
ScidCrackA4ABCD1	SCID_A4ABCD_1_crack	IMGN_ESPAD	1
ScidCrackA4ABCD2	SCID_A4ABCD_2_crack	IMGN_ESPAD	1
ScidCrackA4ABCD3	SCID_A4ABCD_3_crack	IMGN_ESPAD	1
ScidCrackA4ABCD4	SCID_A4ABCD_4_crack	IMGN_ESPAD	1
ScidCrackA4ABCD5	SCID_A4ABCD_5_crack	IMGN_ESPAD	1
ScidCrackD1AB1	SCID_D1AB_1_crack	IMGN_ESPAD	1
ScidCrackD1AB2	SCID_D1AB_2_crack	IMGN_ESPAD	1
ScidCrackD1AB3	SCID_D1AB_3_crack	IMGN_ESPAD	1
ScidCrackD2A1	SCID_D2A_1_crack	IMGN_ESPAD	1
ScidCrackD2A2.AllThatApply	SCID_D2A_2_crack	IMGN_ESPAD	1
ScidCrackD2B	SCID_D2B_crack	IMGN_ESPAD	1
ScidCrackD3AB	SCID_D3AB_crack	IMGN_ESPAD	1
ScidCrackD4AB1	SCID_D4AB_1_crack	IMGN_ESPAD	1
ScidCrackD4AB2	SCID_D4AB_2_crack	IMGN_ESPAD	1
ScidCrackD4AB3	SCID_D4AB_3_crack	IMGN_ESPAD	1
ScidCrackD4AB4	SCID_D4AB_4_crack	IMGN_ESPAD	1
ScidCrackD4AB5	SCID_D4AB_5_crack	IMGN_ESPAD	1
ScidCrackD4AB6	SCID_D4AB_6_crack	IMGN_ESPAD	1
ScidCrackD4AB7	SCID_D4AB_7_crack	IMGN_ESPAD	1
ScidCrackD51	SCID_D5_1_crack	IMGN_ESPAD	1
ScidCrackD52	SCID_D5_2_crack	IMGN_ESPAD	1
