fu3Column	fu2Column	Instrument	fu3Core
id	User.code	ALL	ALL
ipaddr	DELETE	ALL	ALL
datestamp	Completed.Timestamp	ALL	ALL
submitdate	Completed	ALL	ALL
startlanguage	Language	ALL	ALL
IdCheckGender	id_check_gender	ALL	ALL
IdCheckDob	id_check_dob	ALL	ALL
TS1	ts_1	ALL	ALL
ScidCrackD6	SCID_D6_crack	IMGN_ESPAD	1
ScidCrackD7ABCD1	SCID_D7ABCD_1_crack	IMGN_ESPAD	1
ScidCrackD7ABCD2.AllThatApply	SCID_D7ABCD_2_crack	IMGN_ESPAD	1
ScidCrackD7ABCD3	SCID_D7ABCD_3_crack	IMGN_ESPAD	1
ScidCrackD7ABCD4	SCID_D7ABCD_4_crack	IMGN_ESPAD	1
ScidCrackD7ABCD5	SCID_D7ABCD_5_crack	IMGN_ESPAD	1
ScidCrackD7ABCD6	SCID_D7ABCD_6_crack	IMGN_ESPAD	1
dastCoke.3.	dast3coke	IMGN_ESPAD	1
dastCoke.4.	dast4coke	IMGN_ESPAD	1
dastCoke.5.	dast5coke	IMGN_ESPAD	1
dastCoke.6.	dast6coke	IMGN_ESPAD	1
dastCoke.7.	dast7coke	IMGN_ESPAD	1
dastCoke.8.	dast8coke	IMGN_ESPAD	1
dastCoke.9.	dast9coke	IMGN_ESPAD	1
dastCoke.10.	dast10coke	IMGN_ESPAD	1
dastCoke.11.	dast11coke	IMGN_ESPAD	1
dastCoke.12.	dast12coke	IMGN_ESPAD	1
dastCoke.13.	dast13coke	IMGN_ESPAD	1
dastCoke.14.	dast14coke	IMGN_ESPAD	1
dastCoke.15.	dast15coke	IMGN_ESPAD	1
dastCoke.16.	dast16coke	IMGN_ESPAD	1
dastCoke.17.	dast17coke	IMGN_ESPAD	1
dastCoke.18.	dast18coke	IMGN_ESPAD	1
dastCoke.19.	dast19coke	IMGN_ESPAD	1
dastCoke.20.	dast20coke	IMGN_ESPAD	1
ScidCokeA1AC1	SCID_A1AC_1_coke	IMGN_ESPAD	1
ScidCokeA1AC2	SCID_A1AC_2_coke	IMGN_ESPAD	1
ScidCokeA1AC3	SCID_A1AC_3_coke	IMGN_ESPAD	1
ScidCokeA1AC4	SCID_A1AC_4_coke	IMGN_ESPAD	1
ScidCokeA1AC5	SCID_A1AC_5_coke	IMGN_ESPAD	1
ScidCokeA1B1	SCID_A1B_1_coke	IMGN_ESPAD	1
ScidCokeA1B2	SCID_A1B_2_coke	IMGN_ESPAD	1
ScidCokeA1B3	SCID_A1B_3_coke	IMGN_ESPAD	1
ScidCokeA1B4	SCID_A1B_4_coke	IMGN_ESPAD	1
ScidCokeA1B5	SCID_A1B_5_coke	IMGN_ESPAD	1
ScidCokeA1D1	SCID_A1D_1_coke	IMGN_ESPAD	1
ScidCokeA1D3	SCID_A1D_3_coke	IMGN_ESPAD	1
ScidCokeA1D2	SCID_A1D_2_coke	IMGN_ESPAD	1
ScidCokeA1D4	SCID_A1D_4_coke	IMGN_ESPAD	1
ScidCokeA1D5	SCID_A1D_5_coke	IMGN_ESPAD	1
ScidCokeA1D6	SCID_A1D_6_coke	IMGN_ESPAD	1
ScidCokeA21	SCID_A2_1_coke	IMGN_ESPAD	1
ScidCokeA22	SCID_A2_2_coke	IMGN_ESPAD	1
ScidCokeA23	SCID_A2_3_coke	IMGN_ESPAD	1
ScidCokeA24	SCID_A2_4_coke	IMGN_ESPAD	1
ScidCokeA25	SCID_A2_5_coke	IMGN_ESPAD	1
ScidCokeA31	SCID_A3_1_coke	IMGN_ESPAD	1
ScidCokeA32	SCID_A3_2_coke	IMGN_ESPAD	1
ScidCokeA33	SCID_A3_3_coke	IMGN_ESPAD	1
ScidCokeA34	SCID_A3_4_coke	IMGN_ESPAD	1
ScidCokeA35	SCID_A3_5_coke	IMGN_ESPAD	1
ScidCokeA4ABCD1	SCID_A4ABCD_1_coke	IMGN_ESPAD	1
ScidCokeA4ABCD2	SCID_A4ABCD_2_coke	IMGN_ESPAD	1
ScidCokeA4ABCD3	SCID_A4ABCD_3_coke	IMGN_ESPAD	1
ScidCokeA4ABCD4	SCID_A4ABCD_4_coke	IMGN_ESPAD	1
ScidCokeA4ABCD5	SCID_A4ABCD_5_coke	IMGN_ESPAD	1
ScidCokeD1AB1	SCID_D1AB_1_coke	IMGN_ESPAD	1
ScidCokeD1AB2	SCID_D1AB_2_coke	IMGN_ESPAD	1
ScidCokeD1AB3	SCID_D1AB_3_coke	IMGN_ESPAD	1
ScidCokeD2A1	SCID_D2A_1_coke	IMGN_ESPAD	1
ScidCokeD2A2.AllThatApply	SCID_D2A_2_coke	IMGN_ESPAD	1
ScidCokeD2B	SCID_D2B_coke	IMGN_ESPAD	1
ScidCokeD3AB	SCID_D3AB_coke	IMGN_ESPAD	1
ScidCokeD4AB1	SCID_D4AB_1_coke	IMGN_ESPAD	1
ScidCokeD4AB2	SCID_D4AB_2_coke	IMGN_ESPAD	1
ScidCokeD4AB3	SCID_D4AB_3_coke	IMGN_ESPAD	1
ScidCokeD4AB4	SCID_D4AB_4_coke	IMGN_ESPAD	1
ScidCokeD4AB5	SCID_D4AB_5_coke	IMGN_ESPAD	1
ScidCokeD4AB6	SCID_D4AB_6_coke	IMGN_ESPAD	1
ScidCokeD4AB7	SCID_D4AB_7_coke	IMGN_ESPAD	1
ScidCokeD51	SCID_D5_1_coke	IMGN_ESPAD	1
ScidCokeD52	SCID_D5_2_coke	IMGN_ESPAD	1
ScidCokeD6	SCID_D6_coke	IMGN_ESPAD	1
ScidCokeD7ABCD1	SCID_D7ABCD_1_coke	IMGN_ESPAD	1
ScidCokeD7ABCD2.AllThatApply	SCID_D7ABCD_2_coke	IMGN_ESPAD	1
ScidCokeD7ABCD3	SCID_D7ABCD_3_coke	IMGN_ESPAD	1
ScidCokeD7ABCD4	SCID_D7ABCD_4_coke	IMGN_ESPAD	1
ScidCokeD7ABCD5	SCID_D7ABCD_5_coke	IMGN_ESPAD	1
ScidCokeD7ABCD6	SCID_D7ABCD_6_coke	IMGN_ESPAD	1
dastRelevin.3.	dast3relevin	IMGN_ESPAD	1
dastRelevin.4.	dast4relevin	IMGN_ESPAD	1
dastRelevin.5.	dast5relevin	IMGN_ESPAD	1
dastRelevin.6.	dast6relevin	IMGN_ESPAD	1
dastRelevin.7.	dast7relevin	IMGN_ESPAD	1
dastRelevin.8.	dast8relevin	IMGN_ESPAD	1
dastRelevin.9.	dast9relevin	IMGN_ESPAD	1
dastRelevin.10.	dast10relevin	IMGN_ESPAD	1
dastRelevin.11.	dast11relevin	IMGN_ESPAD	1
dastRelevin.12.	dast12relevin	IMGN_ESPAD	1
dastRelevin.13.	dast13relevin	IMGN_ESPAD	1
dastRelevin.14.	dast14relevin	IMGN_ESPAD	1
dastRelevin.15.	dast15relevin	IMGN_ESPAD	1
dastRelevin.16.	dast16relevin	IMGN_ESPAD	1
dastRelevin.17.	dast17relevin	IMGN_ESPAD	1
dastRelevin.18.	dast18relevin	IMGN_ESPAD	1
dastRelevin.19.	dast19relevin	IMGN_ESPAD	1
dastRelevin.20.	dast20relevin	IMGN_ESPAD	1
ScidRelevinA1AC1	SCID_A1AC_1_relevin	IMGN_ESPAD	1
ScidRelevinA1AC2	SCID_A1AC_2_relevin	IMGN_ESPAD	1
ScidRelevinA1AC3	SCID_A1AC_3_relevin	IMGN_ESPAD	1
ScidRelevinA1AC4	SCID_A1AC_4_relevin	IMGN_ESPAD	1
ScidRelevinA1AC5	SCID_A1AC_5_relevin	IMGN_ESPAD	1
ScidRelevinA1B1	SCID_A1B_1_relevin	IMGN_ESPAD	1
ScidRelevinA1B2	SCID_A1B_2_relevin	IMGN_ESPAD	1
ScidRelevinA1B3	SCID_A1B_3_relevin	IMGN_ESPAD	1
ScidRelevinA1B4	SCID_A1B_4_relevin	IMGN_ESPAD	1
ScidRelevinA1B5	SCID_A1B_5_relevin	IMGN_ESPAD	1
ScidRelevinA1D1	SCID_A1D_1_relevin	IMGN_ESPAD	1
ScidRelevinA1D3	SCID_A1D_3_relevin	IMGN_ESPAD	1
ScidRelevinA1D2	SCID_A1D_2_relevin	IMGN_ESPAD	1
ScidRelevinA1D4	SCID_A1D_4_relevin	IMGN_ESPAD	1
ScidRelevinA1D5	SCID_A1D_5_relevin	IMGN_ESPAD	1
ScidRelevinA1D6	SCID_A1D_6_relevin	IMGN_ESPAD	1
ScidRelevinA21	SCID_A2_1_relevin	IMGN_ESPAD	1
ScidRelevinA22	SCID_A2_2_relevin	IMGN_ESPAD	1
ScidRelevinA23	SCID_A2_3_relevin	IMGN_ESPAD	1
ScidRelevinA24	SCID_A2_4_relevin	IMGN_ESPAD	1
ScidRelevinA25	SCID_A2_5_relevin	IMGN_ESPAD	1
ScidRelevinA31	SCID_A3_1_relevin	IMGN_ESPAD	1
ScidRelevinA32	SCID_A3_2_relevin	IMGN_ESPAD	1
ScidRelevinA33	SCID_A3_3_relevin	IMGN_ESPAD	1
ScidRelevinA34	SCID_A3_4_relevin	IMGN_ESPAD	1
ScidRelevinA35	SCID_A3_5_relevin	IMGN_ESPAD	1
ScidRelevinA4ABCD1	SCID_A4ABCD_1_relevin	IMGN_ESPAD	1
ScidRelevinA4ABCD2	SCID_A4ABCD_2_relevin	IMGN_ESPAD	1
ScidRelevinA4ABCD3	SCID_A4ABCD_3_relevin	IMGN_ESPAD	1
ScidRelevinA4ABCD4	SCID_A4ABCD_4_relevin	IMGN_ESPAD	1
ScidRelevinA4ABCD5	SCID_A4ABCD_5_relevin	IMGN_ESPAD	1
ScidRelevinD1AB1	SCID_D1AB_1_relevin	IMGN_ESPAD	1
ScidRelevinD1AB2	SCID_D1AB_2_relevin	IMGN_ESPAD	1
ScidRelevinD1AB3	SCID_D1AB_3_relevin	IMGN_ESPAD	1
ScidRelevinD2A1	SCID_D2A_1_relevin	IMGN_ESPAD	1
ScidRelevinD2B	SCID_D2B_relevin	IMGN_ESPAD	1
ScidRelevinD3AB	SCID_D3AB_relevin	IMGN_ESPAD	1
ScidRelevinD4AB1	SCID_D4AB_1_relevin	IMGN_ESPAD	1
ScidRelevinD4AB2	SCID_D4AB_2_relevin	IMGN_ESPAD	1
ScidRelevinD4AB3	SCID_D4AB_3_relevin	IMGN_ESPAD	1
ScidRelevinD4AB4	SCID_D4AB_4_relevin	IMGN_ESPAD	1
ScidRelevinD4AB5	SCID_D4AB_5_relevin	IMGN_ESPAD	1
ScidRelevinD4AB6	SCID_D4AB_6_relevin	IMGN_ESPAD	1
ScidRelevinD4AB7	SCID_D4AB_7_relevin	IMGN_ESPAD	1
ScidRelevinD51	SCID_D5_1_relevin	IMGN_ESPAD	1
ScidRelevinD52	SCID_D5_2_relevin	IMGN_ESPAD	1
ScidRelevinD6	SCID_D6_relevin	IMGN_ESPAD	1
ScidRelevinD7ABCD1	SCID_D7ABCD_1_relevin	IMGN_ESPAD	1
ScidRelevinD7ABCD2.AllThatApply	SCID_D7ABCD_2_relevin	IMGN_ESPAD	1
ScidRelevinD7ABCD3	SCID_D7ABCD_3_relevin	IMGN_ESPAD	1
ScidRelevinD7ABCD4	SCID_D7ABCD_4_relevin	IMGN_ESPAD	1
ScidRelevinD7ABCD5	SCID_D7ABCD_5_relevin	IMGN_ESPAD	1
ScidRelevinD7ABCD6	SCID_D7ABCD_6_relevin	IMGN_ESPAD	1
dastHeroin.3.	dast3heroin	IMGN_ESPAD	1
dastHeroin.4.	dast4heroin	IMGN_ESPAD	1
dastHeroin.5.	dast5heroin	IMGN_ESPAD	1
dastHeroin.6.	dast6heroin	IMGN_ESPAD	1
dastHeroin.7.	dast7heroin	IMGN_ESPAD	1
dastHeroin.8.	dast8heroin	IMGN_ESPAD	1
dastHeroin.9.	dast9heroin	IMGN_ESPAD	1
dastHeroin.10.	dast10heroin	IMGN_ESPAD	1
dastHeroin.11.	dast11heroin	IMGN_ESPAD	1
dastHeroin.12.	dast12heroin	IMGN_ESPAD	1
dastHeroin.13.	dast13heroin	IMGN_ESPAD	1
dastHeroin.14.	dast14heroin	IMGN_ESPAD	1
dastHeroin.15.	dast15heroin	IMGN_ESPAD	1
dastHeroin.16.	dast16heroin	IMGN_ESPAD	1
dastHeroin.17.	dast17heroin	IMGN_ESPAD	1
dastHeroin.18.	dast18heroin	IMGN_ESPAD	1
dastHeroin.19.	dast19heroin	IMGN_ESPAD	1
dastHeroin.20.	dast20heroin	IMGN_ESPAD	1
ScidHeroinA1AC1	SCID_A1AC_1_heroin	IMGN_ESPAD	1
ScidHeroinA1AC2	SCID_A1AC_2_heroin	IMGN_ESPAD	1
ScidHeroinA1AC3	SCID_A1AC_3_heroin	IMGN_ESPAD	1
ScidHeroinA1AC4	SCID_A1AC_4_heroin	IMGN_ESPAD	1
ScidHeroinA1AC5	SCID_A1AC_5_heroin	IMGN_ESPAD	1
ScidHeroinA1B1	SCID_A1B_1_heroin	IMGN_ESPAD	1
ScidHeroinA1B2	SCID_A1B_2_heroin	IMGN_ESPAD	1
ScidHeroinA1B3	SCID_A1B_3_heroin	IMGN_ESPAD	1
ScidHeroinA1B4	SCID_A1B_4_heroin	IMGN_ESPAD	1
ScidHeroinA1B5	SCID_A1B_5_heroin	IMGN_ESPAD	1
ScidHeroinA1D1	SCID_A1D_1_heroin	IMGN_ESPAD	1
ScidHeroinA1D3	SCID_A1D_3_heroin	IMGN_ESPAD	1
ScidHeroinA1D2	SCID_A1D_2_heroin	IMGN_ESPAD	1
ScidHeroinA1D4	SCID_A1D_4_heroin	IMGN_ESPAD	1
ScidHeroinA1D5	SCID_A1D_5_heroin	IMGN_ESPAD	1
ScidHeroinA1D6	SCID_A1D_6_heroin	IMGN_ESPAD	1
ScidHeroinA21	SCID_A2_1_heroin	IMGN_ESPAD	1
ScidHeroinA22	SCID_A2_2_heroin	IMGN_ESPAD	1
ScidHeroinA23	SCID_A2_3_heroin	IMGN_ESPAD	1
ScidHeroinA24	SCID_A2_4_heroin	IMGN_ESPAD	1
ScidHeroinA25	SCID_A2_5_heroin	IMGN_ESPAD	1
ScidHeroinA31	SCID_A3_1_heroin	IMGN_ESPAD	1
ScidHeroinA32	SCID_A3_2_heroin	IMGN_ESPAD	1
ScidHeroinA33	SCID_A3_3_heroin	IMGN_ESPAD	1
ScidHeroinA34	SCID_A3_4_heroin	IMGN_ESPAD	1
ScidHeroinA35	SCID_A3_5_heroin	IMGN_ESPAD	1
ScidHeroinA4ABCD1	SCID_A4ABCD_1_heroin	IMGN_ESPAD	1
ScidHeroinA4ABCD2	SCID_A4ABCD_2_heroin	IMGN_ESPAD	1
ScidHeroinA4ABCD3	SCID_A4ABCD_3_heroin	IMGN_ESPAD	1
ScidHeroinA4ABCD4	SCID_A4ABCD_4_heroin	IMGN_ESPAD	1
ScidHeroinA4ABCD5	SCID_A4ABCD_5_heroin	IMGN_ESPAD	1
ScidHeroinD1AB1	SCID_D1AB_1_heroin	IMGN_ESPAD	1
ScidHeroinD1AB2	SCID_D1AB_2_heroin	IMGN_ESPAD	1
ScidHeroinD1AB3	SCID_D1AB_3_heroin	IMGN_ESPAD	1
ScidHeroinD2A1	SCID_D2A_1_heroin	IMGN_ESPAD	1
ScidHeroinD2A2.AllThatApply	SCID_D2A_2_heroin	IMGN_ESPAD	1
ScidHeroinD2B	SCID_D2B_heroin	IMGN_ESPAD	1
ScidHeroinD3AB	SCID_D3AB_heroin	IMGN_ESPAD	1
ScidHeroinD4AB1	SCID_D4AB_1_heroin	IMGN_ESPAD	1
ScidHeroinD4AB2	SCID_D4AB_2_heroin	IMGN_ESPAD	1
ScidHeroinD4AB3	SCID_D4AB_3_heroin	IMGN_ESPAD	1
ScidHeroinD4AB4	SCID_D4AB_4_heroin	IMGN_ESPAD	1
ScidHeroinD4AB5	SCID_D4AB_5_heroin	IMGN_ESPAD	1
ScidHeroinD4AB6	SCID_D4AB_6_heroin	IMGN_ESPAD	1
ScidHeroinD4AB7	SCID_D4AB_7_heroin	IMGN_ESPAD	1
ScidHeroinD51	SCID_D5_1_heroin	IMGN_ESPAD	1
ScidHeroinD52	SCID_D5_2_heroin	IMGN_ESPAD	1
ScidHeroinD6	SCID_D6_heroin	IMGN_ESPAD	1
ScidHeroinD7ABCD1	SCID_D7ABCD_1_heroin	IMGN_ESPAD	1
ScidHeroinD7ABCD2.AllThatApply	SCID_D7ABCD_2_heroin	IMGN_ESPAD	1
ScidHeroinD7ABCD3	SCID_D7ABCD_3_heroin	IMGN_ESPAD	1
ScidHeroinD7ABCD4	SCID_D7ABCD_4_heroin	IMGN_ESPAD	1
ScidHeroinD7ABCD5	SCID_D7ABCD_5_heroin	IMGN_ESPAD	1
ScidHeroinD7ABCD6	SCID_D7ABCD_6_heroin	IMGN_ESPAD	1
dastNarcotic.3.	dast3narcotic	IMGN_ESPAD	1
dastNarcotic.4.	dast4narcotic	IMGN_ESPAD	1
dastNarcotic.5.	dast5narcotic	IMGN_ESPAD	1
dastNarcotic.6.	dast6narcotic	IMGN_ESPAD	1
dastNarcotic.7.	dast7narcotic	IMGN_ESPAD	1
dastNarcotic.8.	dast8narcotic	IMGN_ESPAD	1
dastNarcotic.9.	dast9narcotic	IMGN_ESPAD	1
dastNarcotic.10.	dast10narcotic	IMGN_ESPAD	1
dastNarcotic.11.	dast11narcotic	IMGN_ESPAD	1
dastNarcotic.12.	dast12narcotic	IMGN_ESPAD	1
dastNarcotic.13.	dast13narcotic	IMGN_ESPAD	1
dastNarcotic.14.	dast14narcotic	IMGN_ESPAD	1
dastNarcotic.15.	dast15narcotic	IMGN_ESPAD	1
dastNarcotic.16.	dast16narcotic	IMGN_ESPAD	1
dastNarcotic.17.	dast17narcotic	IMGN_ESPAD	1
dastNarcotic.18.	dast18narcotic	IMGN_ESPAD	1
dastNarcotic.19.	dast19narcotic	IMGN_ESPAD	1
dastNarcotic.20.	dast20narcotic	IMGN_ESPAD	1
ScidNarcoticA1AC1	SCID_A1AC_1_narcotic	IMGN_ESPAD	1
ScidNarcoticA1AC2	SCID_A1AC_2_narcotic	IMGN_ESPAD	1
ScidNarcoticA1AC3	SCID_A1AC_3_narcotic	IMGN_ESPAD	1
ScidNarcoticA1AC4	SCID_A1AC_4_narcotic	IMGN_ESPAD	1
ScidNarcoticA1AC5	SCID_A1AC_5_narcotic	IMGN_ESPAD	1
ScidNarcoticA1B1	SCID_A1B_1_narcotic	IMGN_ESPAD	1
ScidNarcoticA1B2	SCID_A1B_2_narcotic	IMGN_ESPAD	1
ScidNarcoticA1B3	SCID_A1B_3_narcotic	IMGN_ESPAD	1
ScidNarcoticA1B4	SCID_A1B_4_narcotic	IMGN_ESPAD	1
ScidNarcoticA1B5	SCID_A1B_5_narcotic	IMGN_ESPAD	1
ScidNarcoticA1D1	SCID_A1D_1_narcotic	IMGN_ESPAD	1
ScidNarcoticA1D3	SCID_A1D_3_narcotic	IMGN_ESPAD	1
ScidNarcoticA1D2	SCID_A1D_2_narcotic	IMGN_ESPAD	1
ScidNarcoticA1D4	SCID_A1D_4_narcotic	IMGN_ESPAD	1
ScidNarcoticA1D5	SCID_A1D_5_narcotic	IMGN_ESPAD	1
ScidNarcoticA1D6	SCID_A1D_6_narcotic	IMGN_ESPAD	1
ScidNarcoticA21	SCID_A2_1_narcotic	IMGN_ESPAD	1
ScidNarcoticA22	SCID_A2_2_narcotic	IMGN_ESPAD	1
ScidNarcoticA23	SCID_A2_3_narcotic	IMGN_ESPAD	1
ScidNarcoticA24	SCID_A2_4_narcotic	IMGN_ESPAD	1
ScidNarcoticA25	SCID_A2_5_narcotic	IMGN_ESPAD	1
ScidNarcoticA31	SCID_A3_1_narcotic	IMGN_ESPAD	1
ScidNarcoticA32	SCID_A3_2_narcotic	IMGN_ESPAD	1
ScidNarcoticA33	SCID_A3_3_narcotic	IMGN_ESPAD	1
ScidNarcoticA34	SCID_A3_4_narcotic	IMGN_ESPAD	1
ScidNarcoticA35	SCID_A3_5_narcotic	IMGN_ESPAD	1
ScidNarcoticA4ABCD1	SCID_A4ABCD_1_narcotic	IMGN_ESPAD	1
ScidNarcoticA4ABCD2	SCID_A4ABCD_2_narcotic	IMGN_ESPAD	1
ScidNarcoticA4ABCD3	SCID_A4ABCD_3_narcotic	IMGN_ESPAD	1
ScidNarcoticA4ABCD4	SCID_A4ABCD_4_narcotic	IMGN_ESPAD	1
ScidNarcoticA4ABCD5	SCID_A4ABCD_5_narcotic	IMGN_ESPAD	1
ScidNarcoticD1AB1	SCID_D1AB_1_narcotic	IMGN_ESPAD	1
ScidNarcoticD1AB2	SCID_D1AB_2_narcotic	IMGN_ESPAD	1
ScidNarcoticD1AB3	SCID_D1AB_3_narcotic	IMGN_ESPAD	1
ScidNarcoticD2A1	SCID_D2A_1_narcotic	IMGN_ESPAD	1
ScidNarcoticD2A2.AllThatApply	SCID_D2A_2_narcotic	IMGN_ESPAD	1
ScidNarcoticD2B	SCID_D2B_narcotic	IMGN_ESPAD	1
ScidNarcoticD3AB	SCID_D3AB_narcotic	IMGN_ESPAD	1
ScidNarcoticD4AB1	SCID_D4AB_1_narcotic	IMGN_ESPAD	1
ScidNarcoticD4AB2	SCID_D4AB_2_narcotic	IMGN_ESPAD	1
ScidNarcoticD4AB3	SCID_D4AB_3_narcotic	IMGN_ESPAD	1
ScidNarcoticD4AB4	SCID_D4AB_4_narcotic	IMGN_ESPAD	1
ScidNarcoticD4AB5	SCID_D4AB_5_narcotic	IMGN_ESPAD	1
ScidNarcoticD4AB6	SCID_D4AB_6_narcotic	IMGN_ESPAD	1
ScidNarcoticD4AB7	SCID_D4AB_7_narcotic	IMGN_ESPAD	1
ScidNarcoticD51	SCID_D5_1_narcotic	IMGN_ESPAD	1
ScidNarcoticD52	SCID_D5_2_narcotic	IMGN_ESPAD	1
ScidNarcoticD6	SCID_D6_narcotic	IMGN_ESPAD	1
ScidNarcoticD7ABCD1	SCID_D7ABCD_1_narcotic	IMGN_ESPAD	1
ScidNarcoticD7ABCD2.AllThatApply	SCID_D7ABCD_2_narcotic	IMGN_ESPAD	1
ScidNarcoticD7ABCD3	SCID_D7ABCD_3_narcotic	IMGN_ESPAD	1
ScidNarcoticD7ABCD4	SCID_D7ABCD_4_narcotic	IMGN_ESPAD	1
ScidNarcoticD7ABCD5	SCID_D7ABCD_5_narcotic	IMGN_ESPAD	1
ScidNarcoticD7ABCD6	SCID_D7ABCD_6_narcotic	IMGN_ESPAD	1
dastMdma.3.	dast3mdma	IMGN_ESPAD	1
dastMdma.4.	dast4mdma	IMGN_ESPAD	1
dastMdma.5.	dast5mdma	IMGN_ESPAD	1
dastMdma.6.	dast6mdma	IMGN_ESPAD	1
dastMdma.7.	dast7mdma	IMGN_ESPAD	1
dastMdma.8.	dast8mdma	IMGN_ESPAD	1
dastMdma.9.	dast9mdma	IMGN_ESPAD	1
dastMdma.10.	dast10mdma	IMGN_ESPAD	1
dastMdma.11.	dast11mdma	IMGN_ESPAD	1
dastMdma.12.	dast12mdma	IMGN_ESPAD	1
dastMdma.13.	dast13mdma	IMGN_ESPAD	1
dastMdma.14.	dast14mdma	IMGN_ESPAD	1
dastMdma.15.	dast15mdma	IMGN_ESPAD	1
dastMdma.16.	dast16mdma	IMGN_ESPAD	1
dastMdma.17.	dast17mdma	IMGN_ESPAD	1
dastMdma.18.	dast18mdma	IMGN_ESPAD	1
dastMdma.19.	dast19mdma	IMGN_ESPAD	1
dastMdma.20.	dast20mdma	IMGN_ESPAD	1
ScidMdmaA1AC1	SCID_A1AC_1_mdma	IMGN_ESPAD	1
ScidMdmaA1AC2	SCID_A1AC_2_mdma	IMGN_ESPAD	1
ScidMdmaA1AC3	SCID_A1AC_3_mdma	IMGN_ESPAD	1
ScidMdmaA1AC4	SCID_A1AC_4_mdma	IMGN_ESPAD	1
ScidMdmaA1AC5	SCID_A1AC_5_mdma	IMGN_ESPAD	1
ScidMdmaA1B1	SCID_A1B_1_mdma	IMGN_ESPAD	1
ScidMdmaA1B2	SCID_A1B_2_mdma	IMGN_ESPAD	1
ScidMdmaA1B3	SCID_A1B_3_mdma	IMGN_ESPAD	1
ScidMdmaA1B4	SCID_A1B_4_mdma	IMGN_ESPAD	1
ScidMdmaA1B5	SCID_A1B_5_mdma	IMGN_ESPAD	1
ScidMdmaA1D1	SCID_A1D_1_mdma	IMGN_ESPAD	1
ScidMdmaA1D3	SCID_A1D_3_mdma	IMGN_ESPAD	1
ScidMdmaA1D2	SCID_A1D_2_mdma	IMGN_ESPAD	1
ScidMdmaA1D4	SCID_A1D_4_mdma	IMGN_ESPAD	1
ScidMdmaA1D5	SCID_A1D_5_mdma	IMGN_ESPAD	1
ScidMdmaA1D6	SCID_A1D_6_mdma	IMGN_ESPAD	1
ScidMdmaA21	SCID_A2_1_mdma	IMGN_ESPAD	1
ScidMdmaA22	SCID_A2_2_mdma	IMGN_ESPAD	1
ScidMdmaA23	SCID_A2_3_mdma	IMGN_ESPAD	1
ScidMdmaA24	SCID_A2_4_mdma	IMGN_ESPAD	1
ScidMdmaA25	SCID_A2_5_mdma	IMGN_ESPAD	1
ScidMdmaA31	SCID_A3_1_mdma	IMGN_ESPAD	1
ScidMdmaA32	SCID_A3_2_mdma	IMGN_ESPAD	1
ScidMdmaA33	SCID_A3_3_mdma	IMGN_ESPAD	1
ScidMdmaA34	SCID_A3_4_mdma	IMGN_ESPAD	1
ScidMdmaA35	SCID_A3_5_mdma	IMGN_ESPAD	1
ScidMdmaA4ABCD1	SCID_A4ABCD_1_mdma	IMGN_ESPAD	1
ScidMdmaA4ABCD2	SCID_A4ABCD_2_mdma	IMGN_ESPAD	1
ScidMdmaA4ABCD3	SCID_A4ABCD_3_mdma	IMGN_ESPAD	1
ScidMdmaA4ABCD4	SCID_A4ABCD_4_mdma	IMGN_ESPAD	1
ScidMdmaA4ABCD5	SCID_A4ABCD_5_mdma	IMGN_ESPAD	1
ScidMdmaD1AB1	SCID_D1AB_1_mdma	IMGN_ESPAD	1
ScidMdmaD1AB2	SCID_D1AB_2_mdma	IMGN_ESPAD	1
ScidMdmaD1AB3	SCID_D1AB_3_mdma	IMGN_ESPAD	1
ScidMdmaD2A1	SCID_D2A_1_mdma	IMGN_ESPAD	1
ScidMdmaD2A2.AllThatApply	SCID_D2A_2_mdma	IMGN_ESPAD	1
ScidMdmaD2B	SCID_D2B_mdma	IMGN_ESPAD	1
ScidMdmaD3AB	SCID_D3AB_mdma	IMGN_ESPAD	1
ScidMdmaD4AB1	SCID_D4AB_1_mdma	IMGN_ESPAD	1
ScidMdmaD4AB2	SCID_D4AB_2_mdma	IMGN_ESPAD	1
ScidMdmaD4AB3	SCID_D4AB_3_mdma	IMGN_ESPAD	1
ScidMdmaD4AB4	SCID_D4AB_4_mdma	IMGN_ESPAD	1
ScidMdmaD4AB5	SCID_D4AB_5_mdma	IMGN_ESPAD	1
ScidMdmaD4AB6	SCID_D4AB_6_mdma	IMGN_ESPAD	1
ScidMdmaD4AB7	SCID_D4AB_7_mdma	IMGN_ESPAD	1
ScidMdmaD51	SCID_D5_1_mdma	IMGN_ESPAD	1
ScidMdmaD52	SCID_D5_2_mdma	IMGN_ESPAD	1
ScidMdmaD6	SCID_D6_mdma	IMGN_ESPAD	1
ScidMdmaD7ABCD1	SCID_D7ABCD_1_mdma	IMGN_ESPAD	1
ScidMdmaD7ABCD2.AllThatApply	SCID_D7ABCD_2_mdma	IMGN_ESPAD	1
ScidMdmaD7ABCD3	SCID_D7ABCD_3_mdma	IMGN_ESPAD	1
ScidMdmaD7ABCD4	SCID_D7ABCD_4_mdma	IMGN_ESPAD	1
ScidMdmaD7ABCD5	SCID_D7ABCD_5_mdma	IMGN_ESPAD	1
ScidMdmaD7ABCD6	SCID_D7ABCD_6_mdma	IMGN_ESPAD	1
dastKetamine.3.	dast3ketamine	IMGN_ESPAD	1
